"V1" "V4"
"ENSG00000165806" 7
"ENSG00000064012" 34
"ENSG00000132906" 5
"ENSG00000003400" 11
"ENSG00000134028" 22
"ENSG00000143318" 11
"ENSG00000154438" 15
"ENSG00000118729" 15
"ENSG00000181626" 40
"ENSG00000036828" 48
"ENSG00000163879" 4
"ENSG00000121691" 10
"ENSG00000157193" 11
"ENSG00000086189" 5
"ENSG00000112245" 3
"ENSG00000130768" 2
"ENSG00000122711" 2
"ENSG00000162511" 11
"ENSG00000166024" 12
"ENSG00000139998" 2
"ENSG00000132676" 3
"ENSG00000274102" 30
"ENSG00000174332" 15
"ENSG00000186806" 18
"ENSG00000105974" 3
"ENSG00000067208" 25
"ENSG00000105971" 1
"ENSG00000009307" 29
"ENSG00000182533" 2
"ENSG00000113558" 6
"ENSG00000163138" 5
"ENSG00000258405" 25
"ENSG00000180953" 3
"ENSG00000185176" 2
"ENSG00000127585" 4
"ENSG00000161992" 14
"ENSG00000198464" 23
"ENSG00000198633" 27
"ENSG00000124813" 21
"ENSG00000159216" 11
"ENSG00000079102" 44
"ENSG00000129993" 20
"ENSG00000020633" 16
"ENSG00000067955" 20
"ENSG00000170099" 13
"ENSG00000110395" 23
"ENSG00000114423" 37
"ENSG00000102924" 6
"ENSG00000174599" 14
"ENSG00000155858" 3
"ENSG00000250091" 4
"ENSG00000116218" 16
"ENSG00000122033" 5
"ENSG00000116127" 50
"ENSG00000105143" 28
"ENSG00000246922" 6
"ENSG00000105281" 12
"ENSG00000115275" 19
"ENSG00000234438" 9
"ENSG00000188779" 15
"ENSG00000115902" 7
"ENSG00000198218" 5
"ENSG00000149257" 7
"ENSG00000159228" 2
"ENSG00000044459" 37
"ENSG00000159231" 4
"ENSG00000137942" 10
"ENSG00000160200" 15
"ENSG00000099260" 15
"ENSG00000174227" 11
"ENSG00000145604" 9
"ENSG00000007341" 6
"ENSG00000159388" 15
"ENSG00000074603" 19
"ENSG00000117090" 13
"ENSG00000141664" 27
"ENSG00000155926" 13
"ENSG00000163257" 2
"ENSG00000137760" 13
"ENSG00000110436" 14
"ENSG00000130508" 72
"ENSG00000106688" 11
"ENSG00000140795" 27
"ENSG00000114923" 22
"ENSG00000079215" 21
"ENSG00000168003" 8
"ENSG00000144063" 2
"ENSG00000115590" 12
"ENSG00000164889" 23
"ENSG00000004939" 20
"ENSG00000121966" 12
"ENSG00000119669" 10
"ENSG00000153157" 24
"ENSG00000132429" 8
"ENSG00000131503" 43
"ENSG00000185972" 14
"ENSG00000136891" 16
"ENSG00000183337" 37
"ENSG00000171097" 4
"ENSG00000148123" 4
"ENSG00000187094" 3
"ENSG00000133138" 16
"ENSG00000163394" 17
"ENSG00000042445" 14
"ENSG00000110148" 23
"ENSG00000273559" 12
"ENSG00000117394" 7
"ENSG00000239305" 9
"ENSG00000001631" 10
"ENSG00000162383" 6
"ENSG00000059804" 18
"ENSG00000167552" 7
"ENSG00000037474" 17
"ENSG00000163581" 16
"ENSG00000181856" 3
"ENSG00000169840" 5
"ENSG00000138079" 14
"ENSG00000142583" 13
"ENSG00000125618" 11
"ENSG00000173988" 19
"ENSG00000168994" 2
"ENSG00000155229" 13
"ENSG00000142319" 30
"ENSG00000156983" 24
"ENSG00000103546" 12
"ENSG00000089116" 4
"ENSG00000113068" 2
"ENSG00000131389" 18
"ENSG00000143256" 3
"ENSG00000108576" 16
"ENSG00000162851" 5
"ENSG00000136770" 11
"ENSG00000196189" 15
"ENSG00000181191" 12
"ENSG00000145386" 10
"ENSG00000134057" 4
"ENSG00000166912" 15
"ENSG00000112237" 3
"ENSG00000146918" 16
"ENSG00000114933" 19
"ENSG00000118971" 12
"ENSG00000091542" 4
"ENSG00000130940" 38
"ENSG00000112576" 20
"ENSG00000105173" 10
"ENSG00000108375" 39
"ENSG00000162063" 5
"ENSG00000140675" 9
"ENSG00000163251" 6
"ENSG00000100170" 13
"ENSG00000189132" 30
"ENSG00000198743" 16
"ENSG00000171951" 24
"ENSG00000168297" 8
"ENSG00000197372" 31
"ENSG00000183963" 14
"ENSG00000197977" 6
"ENSG00000105641" 20
"ENSG00000205436" 16
"ENSG00000100191" 18
"ENSG00000157103" 16
"ENSG00000172199" 15
"ENSG00000186119" 41
"ENSG00000279395" 20
"ENSG00000010379" 22
"ENSG00000163681" 16
"ENSG00000154134" 33
"ENSG00000186113" 34
"ENSG00000137868" 17
"ENSG00000114268" 8
"ENSG00000003989" 13
"ENSG00000145050" 5
"ENSG00000141959" 12
"ENSG00000139514" 7
"ENSG00000186283" 7
"ENSG00000205221" 21
"ENSG00000119787" 6
"ENSG00000181903" 27
"ENSG00000152556" 10
"ENSG00000118160" 19
"ENSG00000187555" 20
"ENSG00000122557" 7
"ENSG00000174982" 12
"ENSG00000174885" 15
"ENSG00000101132" 7
"ENSG00000130821" 12
"ENSG00000214706" 8
"ENSG00000123349" 5
"ENSG00000011083" 12
"ENSG00000081923" 18
"ENSG00000196517" 9
"ENSG00000114738" 6
"ENSG00000158571" 12
"ENSG00000111181" 19
"ENSG00000123836" 11
"ENSG00000132164" 15
"ENSG00000170525" 11
"ENSG00000172188" 17
"ENSG00000279514" 25
"ENSG00000166930" 7
"ENSG00000181785" 29
"ENSG00000066230" 22
"ENSG00000169282" 10
"ENSG00000110077" 8
"ENSG00000135740" 10
"ENSG00000163950" 4
"ENSG00000256713" 4
"ENSG00000171314" 5
"ENSG00000125255" 17
"ENSG00000120913" 5
"ENSG00000146147" 15
"ENSG00000101938" 21
"ENSG00000164708" 7
"ENSG00000100652" 7
"ENSG00000167645" 3
"ENSG00000067057" 16
"ENSG00000183023" 52
"ENSG00000099960" 8
"ENSG00000108518" 4
"ENSG00000090020" 13
"ENSG00000075785" 2
"ENSG00000070087" 3
"ENSG00000100678" 32
"ENSG00000058091" 20
"ENSG00000115616" 26
"ENSG00000232560" 6
"ENSG00000124067" 19
"ENSG00000143921" 22
"ENSG00000183354" 23
"ENSG00000138075" 15
"ENSG00000102144" 10
"ENSG00000081800" 30
"ENSG00000170950" 21
"ENSG00000088386" 17
"ENSG00000141469" 9
"ENSG00000155380" 11
"ENSG00000163406" 32
"ENSG00000181752" 17
"ENSG00000169181" 8
"ENSG00000096088" 4
"ENSG00000074803" 40
"ENSG00000142657" 12
"ENSG00000018280" 12
"ENSG00000070915" 13
"ENSG00000140153" 5
"ENSG00000119630" 2
"ENSG00000064651" 24
"ENSG00000164219" 6
"ENSG00000141295" 5
"ENSG00000141294" 7
"ENSG00000165646" 19
"ENSG00000036565" 17
"ENSG00000082175" 31
"ENSG00000173638" 10
"ENSG00000181693" 27
"ENSG00000187714" 21
"ENSG00000085563" 50
"ENSG00000168575" 12
"ENSG00000136319" 8
"ENSG00000005471" 35
"ENSG00000144136" 7
"ENSG00000100075" 5
"ENSG00000181718" 25
"ENSG00000197037" 12
"ENSG00000163806" 3
"ENSG00000169436" 98
"ENSG00000221909" 10
"ENSG00000079739" 12
"ENSG00000124568" 20
"ENSG00000147100" 15
"ENSG00000163933" 4
"ENSG00000013375" 9
"ENSG00000154330" 21
"ENSG00000131183" 8
"ENSG00000173258" 18
"ENSG00000075415" 15
"ENSG00000112499" 19
"ENSG00000129007" 7
"ENSG00000102174" 18
"ENSG00000146477" 13
"ENSG00000112511" 8
"ENSG00000197375" 12
"ENSG00000197724" 23
"ENSG00000197208" 9
"ENSG00000184347" 47
"ENSG00000067177" 37
"ENSG00000187122" 32
"ENSG00000172487" 14
"ENSG00000044446" 22
"ENSG00000170290" 2
"ENSG00000140832" 6
"ENSG00000102893" 13
"ENSG00000176641" 5
"ENSG00000262755" 20
"ENSG00000175003" 5
"ENSG00000164756" 26
"ENSG00000084453" 21
"ENSG00000138606" 7
"ENSG00000174640" 14
"ENSG00000140254" 4
"ENSG00000001460" 6
"ENSG00000156873" 7
"ENSG00000080503" 32
"ENSG00000107537" 10
"ENSG00000102038" 31
"ENSG00000197249" 7
"ENSG00000127616" 67
"ENSG00000127507" 21
"ENSG00000124102" 14
"ENSG00000071794" 23
"ENSG00000242950" 13
"ENSG00000100665" 17
"ENSG00000173473" 14
"ENSG00000120049" 8
"ENSG00000255223" 27
"ENSG00000206075" 7
"ENSG00000099956" 18
"ENSG00000115041" 5
"ENSG00000181371" 19
"ENSG00000174937" 28
"ENSG00000019549" 12
"ENSG00000164776" 7
"ENSG00000124107" 1
"ENSG00000182132" 10
"ENSG00000170542" 10
"ENSG00000242550" 25
"ENSG00000163536" 13
"ENSG00000197641" 14
"ENSG00000114204" 25
"ENSG00000165195" 7
"ENSG00000135845" 6
"ENSG00000172459" 14
"ENSG00000135919" 4
"ENSG00000166401" 7
"ENSG00000162542" 11
"ENSG00000184005" 10
"ENSG00000181378" 43
"ENSG00000124570" 14
"ENSG00000100987" 8
"ENSG00000043514" 13
"ENSG00000005513" 13
"ENSG00000147874" 13
"ENSG00000160408" 4
"ENSG00000114796" 18
"ENSG00000188784" 3
"ENSG00000135541" 17
"ENSG00000148842" 20
"ENSG00000142149" 20
"ENSG00000100564" 2
"ENSG00000162896" 32
"ENSG00000205413" 51
"ENSG00000141627" 12
"ENSG00000011405" 23
"ENSG00000083828" 15
"ENSG00000133056" 35
"ENSG00000139144" 59
"ENSG00000078142" 16
"ENSG00000128218" 5
"ENSG00000099904" 22
"ENSG00000159714" 12
"ENSG00000151665" 2
"ENSG00000214022" 10
"ENSG00000179454" 6
"ENSG00000119844" 10
"ENSG00000171466" 14
"ENSG00000137960" 4
"ENSG00000137871" 21
"ENSG00000167491" 8
"ENSG00000011478" 7
"ENSG00000105851" 55
"ENSG00000145675" 42
"ENSG00000105647" 13
"ENSG00000155329" 6
"ENSG00000241973" 24
"ENSG00000143393" 10
"ENSG00000121879" 180
"ENSG00000051382" 19
"ENSG00000137193" 28
"ENSG00000171608" 18
"ENSG00000072864" 6
"ENSG00000116668" 23
"ENSG00000092439" 32
"ENSG00000186871" 12
"ENSG00000141376" 21
"ENSG00000137634" 22
"ENSG00000145723" 17
"ENSG00000074276" 33
"ENSG00000106819" 5
"ENSG00000179292" 15
"ENSG00000164073" 9
"ENSG00000039987" 10
"ENSG00000215274" 4
"ENSG00000196505" 9
"ENSG00000129003" 68
"ENSG00000137821" 30
"ENSG00000166272" 2
"ENSG00000119411" 4
"ENSG00000151690" 8
"ENSG00000134897" 8
"ENSG00000137074" 4
"ENSG00000104413" 27
"ENSG00000137501" 16
"ENSG00000140995" 7
"ENSG00000236699" 16
"ENSG00000072858" 18
"ENSG00000120314" 4
"ENSG00000137819" 4
"ENSG00000168876" 6
"ENSG00000127452" 5
"ENSG00000130055" 8
"ENSG00000116580" 43
"ENSG00000105523" 11
"ENSG00000163832" 3
"ENSG00000130517" 3
"ENSG00000071203" 8
"ENSG00000198113" 18
"ENSG00000132024" 17
"ENSG00000163788" 16
"ENSG00000109066" 5
"ENSG00000119777" 14
"ENSG00000166143" 4
"ENSG00000160818" 10
"ENSG00000131037" 11
"ENSG00000168288" 5
"ENSG00000169599" 6
"ENSG00000068912" 5
"ENSG00000122507" 30
"ENSG00000146072" 11
"ENSG00000137078" 4
"ENSG00000126705" 22
"ENSG00000265491" 8
"ENSG00000130724" 2
"ENSG00000080546" 10
"ENSG00000205669" 5
"ENSG00000184227" 1
"ENSG00000159479" 9
"ENSG00000170860" 4
"ENSG00000076321" 13
"ENSG00000118946" 59
"ENSG00000150593" 10
"ENSG00000175324" 3
"ENSG00000198720" 5
"ENSG00000256797" 11
"ENSG00000172346" 5
"ENSG00000168907" 17
"ENSG00000134115" 56
"ENSG00000170113" 3
"ENSG00000167703" 5
"ENSG00000167740" 2
"ENSG00000163001" 6
"ENSG00000188782" 14
"ENSG00000180913" 12
"ENSG00000134697" 18
"ENSG00000090372" 13
"ENSG00000086300" 4
"ENSG00000137822" 5
"ENSG00000183682" 2
"ENSG00000176248" 14
"ENSG00000015520" 34
"ENSG00000120697" 9
"ENSG00000106266" 8
"ENSG00000162456" 2
"ENSG00000205496" 10
"ENSG00000174957" 25
"ENSG00000205497" 5
"ENSG00000198791" 5
"ENSG00000142961" 3
"ENSG00000176900" 11
"ENSG00000174970" 23
"ENSG00000063015" 16
"ENSG00000068394" 7
"ENSG00000250510" 10
"ENSG00000176904" 13
"ENSG00000164144" 6
"ENSG00000121957" 15
"ENSG00000160877" 4
"ENSG00000130762" 11
"ENSG00000166105" 19
"ENSG00000151502" 5
"ENSG00000187116" 6
"ENSG00000131470" 3
"ENSG00000077009" 5
"ENSG00000141316" 9
"ENSG00000158517" 1
"ENSG00000173085" 4
"ENSG00000164548" 9
"ENSG00000124713" 2
"ENSG00000198075" 12
"ENSG00000071894" 23
"ENSG00000242180" 14
"ENSG00000178852" 25
"ENSG00000155269" 16
"ENSG00000134830" 4
"ENSG00000164556" 9
"ENSG00000206422" 17
"ENSG00000196455" 32
"ENSG00000213977" 2
"ENSG00000167741" 7
"ENSG00000109089" 10
"ENSG00000183018" 9
"ENSG00000188732" 5
"ENSG00000004846" 67
"ENSG00000198719" 16
"ENSG00000188895" 16
"ENSG00000197885" 4
"ENSG00000105619" 1
"ENSG00000071991" 27
"ENSG00000079387" 13
"ENSG00000115112" 11
"ENSG00000168256" 7
"ENSG00000134317" 15
"ENSG00000180787" 8
"ENSG00000024422" 9
"ENSG00000013016" 15
"ENSG00000126890" 8
"ENSG00000103966" 9
"ENSG00000215018" 35
"ENSG00000154832" 7
"ENSG00000198841" 5
"ENSG00000164853" 6
"ENSG00000118900" 17
"ENSG00000166748" 46
"ENSG00000163600" 5
"ENSG00000070985" 27
"ENSG00000090659" 10
"ENSG00000113328" 8
"ENSG00000138764" 8
"ENSG00000274211" 9
"ENSG00000173041" 14
"ENSG00000134480" 5
"ENSG00000067334" 10
"ENSG00000129315" 15
"ENSG00000082258" 12
"ENSG00000125458" 2
"ENSG00000177932" 24
"ENSG00000087338" 11
"ENSG00000146731" 12
"ENSG00000158477" 14
"ENSG00000103994" 31
"ENSG00000164161" 28
"ENSG00000185189" 11
"ENSG00000125445" 3
"ENSG00000069482" 4
"ENSG00000186184" 10
"ENSG00000009950" 29
"ENSG00000165475" 8
"ENSG00000183208" 2
"ENSG00000006047" 9
"ENSG00000116783" 23
"ENSG00000168676" 16
"ENSG00000109790" 12
"ENSG00000158485" 20
"ENSG00000158481" 21
"ENSG00000148356" 13
"ENSG00000158473" 13
"ENSG00000158488" 32
"ENSG00000116824" 19
"ENSG00000167286" 5
"ENSG00000198851" 9
"ENSG00000172667" 15
"ENSG00000160654" 8
"ENSG00000198821" 5
"ENSG00000235194" 7
"ENSG00000102934" 1
"ENSG00000149577" 14
"ENSG00000109618" 10
"ENSG00000159346" 11
"ENSG00000011260" 9
"ENSG00000182854" 8
"ENSG00000103550" 11
"ENSG00000072756" 8
"ENSG00000140932" 5
"ENSG00000184140" 13
"ENSG00000101052" 10
"ENSG00000175946" 17
"ENSG00000143653" 7
"ENSG00000183723" 4
"ENSG00000011198" 10
"ENSG00000010610" 7
"ENSG00000166546" 7
"ENSG00000110448" 13
"ENSG00000186648" 26
"ENSG00000073754" 23
"ENSG00000204449" 11
"ENSG00000013725" 16
"ENSG00000146856" 30
"ENSG00000173762" 7
"ENSG00000153563" 8
"ENSG00000170456" 25
"ENSG00000172116" 3
"ENSG00000010278" 3
"ENSG00000170458" 5
"ENSG00000185761" 9
"ENSG00000185015" 7
"ENSG00000235711" 22
"ENSG00000204179" 1
"ENSG00000107938" 24
"ENSG00000160679" 3
"ENSG00000196388" 1
"ENSG00000055070" 4
"ENSG00000161929" 4
"ENSG00000177455" 13
"ENSG00000156738" 11
"ENSG00000182327" 7
"ENSG00000149516" 9
"ENSG00000012124" 27
"ENSG00000100997" 8
"ENSG00000157510" 12
"ENSG00000143337" 12
"ENSG00000148634" 19
"ENSG00000165275" 10
"ENSG00000119599" 6
"ENSG00000197168" 24
"ENSG00000139193" 8
"ENSG00000105321" 13
"ENSG00000162006" 15
"ENSG00000169193" 1
"ENSG00000164284" 5
"ENSG00000155158" 6
"ENSG00000178562" 5
"ENSG00000121594" 12
"ENSG00000167080" 5
"ENSG00000189233" 28
"ENSG00000114013" 13
"ENSG00000120949" 16
"ENSG00000106952" 10
"ENSG00000205116" 2
"ENSG00000105383" 20
"ENSG00000105492" 31
"ENSG00000174059" 10
"ENSG00000113532" 16
"ENSG00000135218" 15
"ENSG00000073060" 9
"ENSG00000129625" 3
"ENSG00000244588" 16
"ENSG00000213064" 3
"ENSG00000146700" 11
"ENSG00000146530" 56
"ENSG00000176182" 8
"ENSG00000188425" 3
"ENSG00000204147" 2
"ENSG00000089101" 41
"ENSG00000096155" 17
"ENSG00000004142" 4
"ENSG00000138760" 8
"ENSG00000104894" 6
"ENSG00000183808" 18
"ENSG00000004468" 9
"ENSG00000138185" 10
"ENSG00000054179" 10
"ENSG00000197586" 15
"ENSG00000168032" 7
"ENSG00000187097" 2
"ENSG00000101017" 8
"ENSG00000102245" 11
"ENSG00000124795" 11
"ENSG00000204469" 45
"ENSG00000112294" 10
"ENSG00000181350" 4
"ENSG00000167759" 10
"ENSG00000114790" 21
"ENSG00000187867" 12
"ENSG00000026508" 8
"ENSG00000160360" 19
"ENSG00000187556" 6
"ENSG00000221947" 8
"ENSG00000196776" 7
"ENSG00000187824" 9
"ENSG00000117091" 4
"ENSG00000100083" 12
"ENSG00000188803" 14
"ENSG00000143119" 9
"ENSG00000183318" 14
"ENSG00000116815" 10
"ENSG00000187800" 25
"ENSG00000085063" 1
"ENSG00000204427" 12
"ENSG00000150893" 96
"ENSG00000135404" 4
"ENSG00000129226" 6
"ENSG00000112473" 4
"ENSG00000110848" 4
"ENSG00000228594" 2
"ENSG00000229937" 14
"ENSG00000168724" 9
"ENSG00000150667" 15
"ENSG00000135587" 9
"ENSG00000146070" 15
"ENSG00000154305" 27
"ENSG00000187672" 50
"ENSG00000254004" 12
"ENSG00000187187" 17
"ENSG00000166311" 9
"ENSG00000197959" 24
"ENSG00000128602" 20
"ENSG00000101445" 18
"ENSG00000197841" 14
"ENSG00000271321" 4
"ENSG00000125726" 10
"ENSG00000112701" 11
"ENSG00000137101" 6
"ENSG00000158321" 25
"ENSG00000019582" 8
"ENSG00000135631" 18
"ENSG00000105369" 8
"ENSG00000007312" 10
"ENSG00000204120" 30
"ENSG00000110651" 2
"ENSG00000132466" 51
"ENSG00000145002" 3
"ENSG00000123146" 10
"ENSG00000139613" 33
"ENSG00000204657" 10
"ENSG00000177697" 2
"ENSG00000158825" 7
"ENSG00000108604" 10
"ENSG00000066117" 7
"ENSG00000073584" 8
"ENSG00000204356" 3
"ENSG00000082014" 9
"ENSG00000165300" 38
"ENSG00000251192" 9
"ENSG00000168803" 3
"ENSG00000165684" 21
"ENSG00000074317" 4
"ENSG00000162592" 22
"ENSG00000182271" 8
"ENSG00000187626" 5
"ENSG00000184471" 3
"ENSG00000182759" 2
"ENSG00000251692" 14
"ENSG00000169758" 5
"ENSG00000242612" 3
"ENSG00000162695" 3
"ENSG00000164975" 4
"ENSG00000153498" 9
"ENSG00000257103" 6
"ENSG00000039560" 16
"ENSG00000170312" 10
"ENSG00000248333" 3
"ENSG00000159753" 24
"ENSG00000198589" 50
"ENSG00000184900" 3
"ENSG00000096401" 14
"ENSG00000102172" 6
"ENSG00000112561" 10
"ENSG00000088827" 52
"ENSG00000188612" 3
"ENSG00000132639" 12
"ENSG00000124216" 2
"ENSG00000104976" 8
"ENSG00000131373" 8
"ENSG00000178997" 11
"ENSG00000023608" 13
"ENSG00000157500" 13
"ENSG00000127445" 4
"ENSG00000167088" 1
"ENSG00000124562" 1
"ENSG00000156860" 9
"ENSG00000166569" 5
"ENSG00000173145" 8
"ENSG00000179673" 2
"ENSG00000166997" 4
"ENSG00000094804" 14
"ENSG00000117399" 8
"ENSG00000182318" 5
"ENSG00000164045" 9
"ENSG00000101224" 9
"ENSG00000156469" 7
"ENSG00000158402" 10
"ENSG00000124786" 12
"ENSG00000151093" 8
"ENSG00000004897" 16
"ENSG00000108590" 4
"ENSG00000101193" 3
"ENSG00000099804" 3
"ENSG00000144034" 3
"ENSG00000176371" 12
"ENSG00000167131" 3
"ENSG00000070831" 7
"ENSG00000173267" 1
"ENSG00000162066" 8
"ENSG00000039068" 41
"ENSG00000145335" 1
"ENSG00000119723" 5
"ENSG00000104852" 9
"ENSG00000175756" 4
"ENSG00000188938" 3
"ENSG00000075618" 2
"ENSG00000080189" 10
"ENSG00000088992" 6
"ENSG00000131876" 4
"ENSG00000072849" 4
"ENSG00000077312" 5
"ENSG00000112425" 10
"ENSG00000138303" 2
"ENSG00000125870" 7
"ENSG00000155875" 14
"ENSG00000125835" 6
"ENSG00000214872" 12
"ENSG00000163481" 7
"ENSG00000172164" 10
"ENSG00000008710" 37
"ENSG00000101400" 7
"ENSG00000164736" 20
"ENSG00000118762" 15
"ENSG00000205302" 5
"ENSG00000165671" 53
"ENSG00000028528" 7
"ENSG00000132953" 23
"ENSG00000105983" 12
"ENSG00000164651" 10
"ENSG00000107371" 1
"ENSG00000197213" 27
"ENSG00000101166" 5
"ENSG00000115042" 3
"ENSG00000171311" 4
"ENSG00000100028" 1
"ENSG00000106305" 2
"ENSG00000100908" 2
"ENSG00000102309" 4
"ENSG00000125743" 5
"ENSG00000066583" 6
"ENSG00000159763" 5
"ENSG00000067533" 7
"ENSG00000150867" 13
"ENSG00000182004" 2
"ENSG00000174238" 3
"ENSG00000128739" 17
"ENSG00000069011" 4
"ENSG00000143977" 1
"ENSG00000223638" 5
"ENSG00000164093" 17
"ENSG00000107859" 4
"ENSG00000183908" 18
"ENSG00000103326" 16
"ENSG00000105825" 10
"ENSG00000188257" 4
"ENSG00000140263" 11
"ENSG00000123329" 24
"ENSG00000116711" 23
"ENSG00000159140" 40
"ENSG00000004866" 11
"ENSG00000144802" 16
"ENSG00000127472" 8
"ENSG00000115904" 21
"ENSG00000137642" 56
"ENSG00000050327" 19
"ENSG00000156603" 1
"ENSG00000182180" 5
"ENSG00000111906" 5
"ENSG00000163319" 1
"ENSG00000023572" 2
"ENSG00000217930" 3
"ENSG00000163703" 6
"ENSG00000214253" 5
"ENSG00000133878" 13
"ENSG00000197928" 23
"ENSG00000143627" 16
"ENSG00000168807" 11
"ENSG00000104290" 14
"ENSG00000178096" 3
"ENSG00000118004" 15
"ENSG00000170927" 85
"ENSG00000198517" 2
"ENSG00000111711" 8
"ENSG00000067225" 9
"ENSG00000142168" 3
"ENSG00000127989" 9
"ENSG00000121644" 4
"ENSG00000160199" 7
"ENSG00000057252" 8
"ENSG00000136100" 3
"ENSG00000081277" 21
"ENSG00000109610" 6
"ENSG00000168434" 9
"ENSG00000057294" 30
"ENSG00000112096" 6
"ENSG00000170890" 5
"ENSG00000140450" 5
"ENSG00000166793" 3
"ENSG00000251209" 3
"ENSG00000118960" 11
"ENSG00000137841" 20
"ENSG00000134532" 36
"ENSG00000104723" 18
"ENSG00000170162" 11
"ENSG00000160789" 10
"ENSG00000149782" 16
"ENSG00000100146" 14
"ENSG00000083168" 35
"ENSG00000124440" 17
"ENSG00000113368" 9
"ENSG00000101333" 47
"ENSG00000125398" 20
"ENSG00000163512" 9
"ENSG00000164182" 4
"ENSG00000187091" 8
"ENSG00000129194" 2
"ENSG00000115896" 42
"ENSG00000176887" 24
"ENSG00000166926" 3
"ENSG00000171928" 2
"ENSG00000215704" 5
"ENSG00000167699" 5
"ENSG00000162191" 5
"ENSG00000181690" 16
"ENSG00000182968" 6
"ENSG00000118495" 7
"ENSG00000100485" 20
"ENSG00000126003" 5
"ENSG00000134595" 18
"ENSG00000104368" 13
"ENSG00000181449" 6
"ENSG00000170260" 8
"ENSG00000011422" 6
"ENSG00000124766" 8
"ENSG00000139780" 7
"ENSG00000145850" 19
"ENSG00000172845" 15
"ENSG00000167094" 17
"ENSG00000122194" 33
"ENSG00000067066" 33
"ENSG00000136944" 13
"ENSG00000115956" 11
"ENSG00000105866" 11
"ENSG00000104450" 16
"ENSG00000113441" 24
"ENSG00000145908" 19
"ENSG00000110002" 26
"ENSG00000061656" 9
"ENSG00000167711" 9
"ENSG00000117143" 6
"ENSG00000137266" 18
"ENSG00000167693" 8
"ENSG00000186026" 19
"ENSG00000176222" 12
"ENSG00000170667" 1
"ENSG00000160685" 13
"ENSG00000142684" 2
"ENSG00000151065" 7
"ENSG00000213921" 7
"ENSG00000177511" 23
"ENSG00000166407" 3
"ENSG00000124181" 18
"ENSG00000185591" 12
"ENSG00000135363" 6
"ENSG00000197943" 32
"ENSG00000177732" 6
"ENSG00000139597" 1
"ENSG00000157111" 8
"ENSG00000075651" 19
"ENSG00000178381" 4
"ENSG00000129219" 11
"ENSG00000167182" 8
"ENSG00000136153" 24
"ENSG00000178209" 90
"ENSG00000240230" 4
"ENSG00000162761" 19
"ENSG00000198523" 3
"ENSG00000083444" 14
"ENSG00000021574" 12
"ENSG00000152952" 28
"ENSG00000182348" 69
"ENSG00000164325" 6
"ENSG00000175445" 13
"ENSG00000123560" 2
"ENSG00000085185" 36
"ENSG00000102007" 2
"ENSG00000197912" 10
"ENSG00000142615" 6
"ENSG00000167419" 15
"ENSG00000171566" 11
"ENSG00000179588" 15
"ENSG00000137558" 22
"ENSG00000089723" 1
"ENSG00000071677" 3
"ENSG00000130733" 2
"ENSG00000145882" 6
"ENSG00000156858" 2
"ENSG00000189051" 5
"ENSG00000112312" 4
"ENSG00000221961" 4
"ENSG00000002549" 8
"ENSG00000164011" 3
"ENSG00000177119" 23
"ENSG00000143951" 22
"ENSG00000124194" 10
"ENSG00000189079" 74
"ENSG00000113083" 3
"ENSG00000166819" 11
"ENSG00000113140" 11
"ENSG00000186687" 2
"ENSG00000129038" 8
"ENSG00000166851" 16
"ENSG00000106304" 27
"ENSG00000147724" 99
"ENSG00000173621" 8
"ENSG00000134013" 13
"ENSG00000198670" 62
"ENSG00000089356" 4
"ENSG00000133121" 21
"ENSG00000100979" 8
"ENSG00000166145" 8
"ENSG00000114554" 33
"ENSG00000076356" 30
"ENSG00000072080" 8
"ENSG00000123411" 9
"ENSG00000197471" 11
"ENSG00000120725" 6
"ENSG00000164050" 36
"ENSG00000118785" 4
"ENSG00000124302" 23
"ENSG00000077454" 9
"ENSG00000198753" 39
"ENSG00000152377" 20
"ENSG00000095574" 6
"ENSG00000123384" 70
"ENSG00000141682" 1
"ENSG00000169474" 5
"ENSG00000081479" 146
"ENSG00000183395" 1
"ENSG00000116096" 4
"ENSG00000092377" 3
"ENSG00000153066" 22
"ENSG00000117862" 2
"ENSG00000138172" 3
"ENSG00000198513" 7
"ENSG00000185088" 3
"ENSG00000153060" 14
"ENSG00000139131" 6
"ENSG00000125046" 14
"ENSG00000112651" 6
"ENSG00000169251" 18
"ENSG00000145012" 15
"ENSG00000120756" 24
"ENSG00000269404" 4
"ENSG00000102024" 15
"ENSG00000066336" 7
"ENSG00000188313" 7
"ENSG00000070018" 29
"ENSG00000140464" 22
"ENSG00000162337" 18
"ENSG00000100417" 4
"ENSG00000140650" 5
"ENSG00000008516" 14
"ENSG00000163956" 9
"ENSG00000147588" 5
"ENSG00000180875" 8
"ENSG00000185565" 15
"ENSG00000109099" 6
"ENSG00000130592" 14
"ENSG00000176679" 1
"ENSG00000160285" 14
"ENSG00000064933" 16
"ENSG00000153814" 4
"ENSG00000142546" 6
"ENSG00000162959" 9
"ENSG00000023697" 7
"ENSG00000149089" 7
"ENSG00000105364" 7
"ENSG00000119929" 3
"ENSG00000213593" 3
"ENSG00000176946" 5
"ENSG00000119616" 1
"ENSG00000186010" 1
"ENSG00000130881" 14
"ENSG00000141933" 5
"ENSG00000134569" 35
"ENSG00000169469" 3
"ENSG00000164591" 7
"ENSG00000256229" 15
"ENSG00000139200" 4
"ENSG00000186529" 13
"ENSG00000049323" 41
"ENSG00000040275" 15
